Teacher Track,Student Track,Score
05. Taal Hinch - 12 beats.wav,05. Sample_Hinch.m4a,0.8333333333333334
03. Taal Dadro - 6 beats.wav,03. Sample_Dadro.m4a,0.6875
01. Taal Kervo (1) - 8 beats.wav,01. Sample_Kervo1.m4a,0.7083333333333333
02. Taal Kervo (2) - 8 beats.wav,02. Sample_Kervo2.m4a,0.9722222222222222
04. Taal Khemto - 6 beats.wav,04. Sample_Khemto.m4a,0.7962962962962963
06. Taal Dipchandi - 14 beats.wav,06. Sample_Dipchandi.m4a,0.75
